20:7:23.995,-1,-1,-1,0.532910,0.306547,2639.453857,0.530174,0.345114,2621.085938,0.526406,0.460503,2627.809326,0.526054,0.528983,2586.651123,0.529232,0.373963,2622.763672,0.570781,0.378136,2661.712158,0.589221,0.470709,2718.017090,0.610123,0.547151,2627.397461,0.614478,0.563077,2609.273438,-1,-1,-1,0.529232,0.373963,2622.763672,0.486834,0.373421,2596.334473,0.469513,0.469943,2561.090088,0.455108,0.551396,2457.629639,0.452081,0.568516,2436.937500,-1,-1,-1,0.551759,0.536298,2593.611328,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500390,0.536796,2576.387695,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.26,-1,-1,-1,0.529848,0.301448,2621.347900,0.528482,0.341583,2613.165771,0.524489,0.456913,2627.389893,0.524653,0.525301,2585.440674,0.527478,0.370591,2616.729004,0.569313,0.375905,2646.549072,0.591032,0.467256,2692.635254,0.610235,0.546720,2627.225342,0.614191,0.563090,2614.143311,-1,-1,-1,0.527478,0.370591,2616.729004,0.485234,0.369857,2582.440674,0.466819,0.465518,2550.282715,0.454368,0.548151,2454.580566,0.451761,0.565457,2435.440186,-1,-1,-1,0.550382,0.528675,2594.098877,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.498528,0.526969,2580.249512,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.274,-1,-1,-1,0.513218,0.301667,2592.003662,0.512997,0.340503,2573.231201,0.509008,0.457320,2588.222900,0.507578,0.527754,2548.298828,0.511979,0.370324,2577.041748,0.557698,0.375375,2593.853271,0.577255,0.469833,2608.072021,0.593317,0.547049,2507.097412,0.596686,0.563245,2486.902588,-1,-1,-1,0.511979,0.370324,2577.041748,0.467660,0.374531,2565.923584,0.450013,0.470766,2556.043945,0.438629,0.552111,2465.702881,0.436251,0.569100,2447.634766,-1,-1,-1,0.535166,0.537126,2554.001953,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.479766,0.535847,2555.610352,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.307,-1,-1,-1,0.511796,0.299712,2585.604248,0.511818,0.339507,2571.493896,0.508091,0.456126,2587.676025,0.507265,0.526548,2547.316895,0.510864,0.369364,2575.617432,0.556002,0.376180,2584.850830,0.576532,0.471338,2590.117188,0.594943,0.549261,2488.437744,0.598807,0.565616,2468.101807,-1,-1,-1,0.510864,0.369364,2575.617432,0.466019,0.372468,2561.999512,0.450028,0.469796,2545.260254,0.438392,0.553799,2468.002686,0.435977,0.571234,2452.551270,-1,-1,-1,0.535319,0.530271,2549.227295,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.479328,0.530335,2550.915283,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.345,-1,-1,-1,0.510743,0.298436,2581.270752,0.510821,0.339059,2570.374512,0.507260,0.455359,2586.239014,0.506985,0.525890,2547.002930,0.509906,0.368928,2574.430420,0.555245,0.375439,2579.521973,0.575796,0.470866,2586.480957,0.594627,0.549959,2488.591797,0.598572,0.566530,2469.013916,-1,-1,-1,0.509906,0.368928,2574.430420,0.465248,0.372694,2562.143799,0.449001,0.470057,2546.658203,0.438085,0.554110,2462.663818,0.435811,0.571614,2445.864990,-1,-1,-1,0.534512,0.531652,2544.699951,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.479282,0.530481,2544.715576,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.381,-1,-1,-1,0.510110,0.297462,2579.376953,0.509981,0.338613,2569.058105,0.506522,0.454630,2584.248047,0.506669,0.525321,2546.885986,0.509090,0.368495,2572.953369,0.554730,0.374520,2574.301514,0.574201,0.469715,2590.336182,0.593143,0.548282,2488.345703,0.597119,0.564775,2467.947510,-1,-1,-1,0.509090,0.368495,2572.953369,0.464379,0.372368,2561.536865,0.447780,0.468884,2544.402832,0.437668,0.553484,2461.099854,0.435563,0.571096,2444.439209,-1,-1,-1,0.534108,0.531463,2542.660889,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.478905,0.529903,2543.192383,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.413,-1,-1,-1,0.509432,0.296657,2577.929932,0.509315,0.338143,2567.495117,0.506199,0.453958,2581.049561,0.506336,0.524909,2546.917480,0.508511,0.368033,2570.979736,0.554397,0.373499,2566.632568,0.572049,0.468544,2588.747803,0.590536,0.547612,2486.392334,0.594418,0.564213,2465.921143,-1,-1,-1,0.508511,0.368033,2570.979736,0.463776,0.372249,2560.844238,0.447519,0.467864,2541.785400,0.437727,0.553197,2460.492676,0.435691,0.570945,2444.234131,-1,-1,-1,0.533883,0.531181,2539.116699,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.478488,0.529697,2540.252197,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.444,-1,-1,-1,0.509046,0.296088,2576.176514,0.508890,0.337814,2565.677734,0.505982,0.453465,2578.539063,0.505985,0.524608,2546.947266,0.508138,0.367722,2568.991455,0.554086,0.373032,2566.655273,0.570296,0.467875,2586.223389,0.585930,0.547495,2480.119385,0.589218,0.564244,2458.898682,-1,-1,-1,0.508138,0.367722,2568.991455,0.463391,0.372209,2560.916504,0.447442,0.466996,2537.380127,0.437870,0.553139,2460.581055,0.435883,0.571017,2445.221191,-1,-1,-1,0.533681,0.530863,2538.467529,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.478018,0.529475,2541.044189,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.477,-1,-1,-1,0.508859,0.295995,2576.716309,0.508603,0.337659,2563.850830,0.505702,0.453173,2577.926758,0.505599,0.524352,2546.828369,0.507851,0.367599,2567.484375,0.553808,0.372974,2566.109375,0.569202,0.467512,2583.612793,0.585653,0.547205,2477.573730,0.589113,0.563969,2456.365967,-1,-1,-1,0.507851,0.367599,2567.484375,0.463019,0.372038,2560.913818,0.447381,0.466261,2536.844238,0.437964,0.552719,2460.767822,0.436011,0.570656,2445.552490,-1,-1,-1,0.533396,0.530551,2537.369873,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.477632,0.529655,2540.873291,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.510,-1,-1,-1,0.508771,0.295953,2577.629395,0.508427,0.337559,2562.923340,0.505639,0.452925,2578.012207,0.505456,0.524086,2546.699463,0.507703,0.367520,2566.824951,0.553622,0.372905,2565.684326,0.568602,0.467060,2580.857422,0.584978,0.546915,2473.559082,0.588425,0.563725,2452.099365,-1,-1,-1,0.507703,0.367520,2566.824951,0.462870,0.372036,2560.915039,0.447488,0.465829,2538.636230,0.437995,0.552107,2459.159424,0.436022,0.570036,2443.264160,-1,-1,-1,0.533353,0.530204,2537.600342,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.477499,0.529791,2540.925537,-1,-1,-1,-1,-1,-1,-1,-1,-1
20:7:24.544,-1,-1,-1,0.508743,0.295940,2578.539795,0.508381,0.337522,2562.584473,0.505634,0.452731,2578.245605,0.505398,0.523871,2546.723145,0.507667,0.367492,2566.640137,0.553539,0.372904,2565.294189,0.568713,0.466564,2576.442627,0.584289,0.547238,2471.661377,0.587564,0.564201,2450.705078,-1,-1,-1,0.507667,0.367492,2566.640137,0.462826,0.371962,2560.926514,0.447506,0.465288,2539.434082,0.438070,0.551260,2456.773926,0.436106,0.569153,2440.241943,-1,-1,-1,0.533311,0.530223,2538.240723,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.477465,0.529947,2541.017578,-1,-1,-1,-1,-1,-1,-1,-1,-1
