15:36:17.131,-1,-1,-1,0.492483,0.292244,2800.429443,0.493907,0.330667,2766.097168,0.496830,0.448958,2748.757813,0.498333,0.515567,2730.935303,0.494622,0.359623,2761.832520,0.538563,0.359012,2788.558838,0.557027,0.452089,2796.153076,0.564428,0.533112,2638.965820,0.566015,0.550489,2607.528320,-1,-1,-1,0.494622,0.359623,2761.832520,0.450004,0.360026,2736.856934,0.430128,0.453516,2703.752686,0.451054,0.528502,2537.393066,0.455573,0.544695,2504.121094,-1,-1,-1,0.525226,0.541079,2761.999512,0.521872,0.688695,2709.777588,-1,-1,-1,-1,-1,-1,0.471312,0.542817,2746.301025,0.480704,0.688661,2740.859619,0.499875,0.806043,2852.643555,-1,-1,-1
15:36:17.171,-1,-1,-1,0.492895,0.292347,2803.693848,0.494260,0.330132,2765.250000,0.497348,0.448508,2748.067383,0.499471,0.514463,2726.784424,0.495016,0.359097,2761.025879,0.538775,0.359413,2780.367920,0.555713,0.452309,2785.752197,0.569192,0.539556,2674.321533,0.572023,0.557885,2652.035400,-1,-1,-1,0.495016,0.359097,2761.025879,0.450341,0.358983,2731.806641,0.430803,0.452083,2706.355225,0.448122,0.528823,2544.210693,0.451854,0.545360,2511.781738,-1,-1,-1,0.526816,0.536874,2758.554443,0.518524,0.683980,2714.533447,-1,-1,-1,-1,-1,-1,0.471788,0.538710,2739.278320,0.480443,0.685358,2728.007324,0.497299,0.792052,2893.427979,-1,-1,-1
15:36:17.278,-1,-1,-1,0.493356,0.292218,2806.346436,0.494507,0.329942,2764.115723,0.497792,0.448224,2745.160889,0.500554,0.516536,2720.313721,0.495311,0.358886,2759.453125,0.539050,0.359338,2783.745850,0.557523,0.450442,2786.685791,0.568169,0.538307,2682.774658,0.570398,0.556703,2661.992432,-1,-1,-1,0.495311,0.358886,2759.453125,0.450730,0.359907,2733.504639,0.431601,0.451836,2705.907959,0.451099,0.526797,2544.812988,0.455298,0.542942,2512.593994,-1,-1,-1,0.527444,0.537259,2753.979248,0.519797,0.690835,2705.351563,-1,-1,-1,-1,-1,-1,0.473307,0.539013,2738.621094,0.481897,0.692317,2715.300781,0.497927,0.785923,2929.891113,-1,-1,-1
15:36:17.310,-1,-1,-1,0.493383,0.292401,2807.075195,0.494529,0.329942,2764.136230,0.498004,0.448207,2745.728760,0.500578,0.515774,2721.624512,0.495379,0.358893,2759.607178,0.539224,0.359227,2783.723633,0.557278,0.450527,2786.008545,0.568105,0.538166,2682.458496,0.570372,0.556513,2661.748535,-1,-1,-1,0.495379,0.358893,2759.607178,0.450793,0.360284,2733.436523,0.431805,0.452440,2708.723145,0.451813,0.527207,2549.370117,0.456118,0.543297,2517.499512,-1,-1,-1,0.527382,0.538787,2756.397217,0.519777,0.691026,2708.706787,-1,-1,-1,-1,-1,-1,0.473560,0.540945,2739.085205,0.481751,0.693003,2717.351563,0.497296,0.777680,2962.940674,-1,-1,-1
15:36:17.347,-1,-1,-1,0.493398,0.292765,2807.810791,0.494552,0.329945,2764.168457,0.498097,0.448195,2746.578613,0.500549,0.515292,2723.177002,0.495420,0.358909,2759.839355,0.539352,0.359291,2783.768799,0.557230,0.450581,2787.091553,0.568377,0.537321,2678.914551,0.570715,0.555517,2657.279053,-1,-1,-1,0.495420,0.358909,2759.839355,0.450702,0.360320,2733.336426,0.431469,0.452413,2711.299316,0.451693,0.525989,2549.522949,0.456050,0.541839,2517.167725,-1,-1,-1,0.527387,0.538571,2760.830811,0.519589,0.692295,2711.936768,-1,-1,-1,-1,-1,-1,0.472303,0.538458,2740.406494,0.481142,0.691962,2720.545166,0.496863,0.774797,2972.961914,-1,-1,-1
15:36:17.376,-1,-1,-1,0.493388,0.293070,2807.988770,0.494560,0.329947,2764.204102,0.498187,0.448171,2747.401123,0.500548,0.514953,2724.880615,0.495449,0.358923,2760.066895,0.539399,0.359422,2783.994629,0.557151,0.450701,2786.859375,0.568225,0.537264,2679.490234,0.570548,0.555416,2658.016357,-1,-1,-1,0.495449,0.358923,2760.066895,0.450639,0.360375,2733.368652,0.431487,0.452490,2712.388916,0.451837,0.524722,2547.636230,0.456227,0.540304,2514.685791,-1,-1,-1,0.527423,0.538141,2764.647705,0.519341,0.692441,2717.923828,-1,-1,-1,-1,-1,-1,0.472482,0.539160,2741.936035,0.480652,0.693274,2726.807861,0.496617,0.778663,2969.737305,-1,-1,-1
15:36:17.406,-1,-1,-1,0.493396,0.293310,2807.919434,0.494568,0.329949,2764.239258,0.498283,0.448139,2748.229492,0.500558,0.514734,2726.755127,0.495479,0.358936,2760.295410,0.539482,0.359447,2784.084717,0.557174,0.450697,2786.612305,0.567927,0.538269,2686.570801,0.570174,0.556572,2666.562500,-1,-1,-1,0.495479,0.358936,2760.295410,0.450592,0.360453,2733.324707,0.431568,0.452691,2716.088623,0.451789,0.523945,2547.835693,0.456158,0.539341,2514.185059,-1,-1,-1,0.527377,0.538218,2768.065918,0.519769,0.690899,2721.187988,-1,-1,-1,-1,-1,-1,0.472776,0.540314,2743.204102,0.481062,0.692536,2733.847412,0.496754,0.782801,2960.413818,-1,-1,-1
15:36:17.443,-1,-1,-1,0.493407,0.293503,2807.787842,0.494578,0.329951,2764.274414,0.498382,0.448106,2748.911621,0.500578,0.514567,2728.368164,0.495512,0.358947,2760.488281,0.539573,0.359459,2783.886719,0.557211,0.450693,2786.417480,0.567804,0.539109,2694.653809,0.570010,0.557520,2676.301025,-1,-1,-1,0.495512,0.358947,2760.488281,0.450550,0.360527,2733.320068,0.431560,0.452785,2717.823975,0.451810,0.523372,2547.956543,0.456189,0.538635,2513.983154,-1,-1,-1,0.527782,0.538412,2765.947754,0.519748,0.689959,2720.062744,-1,-1,-1,-1,-1,-1,0.472607,0.540145,2743.275391,0.481916,0.691331,2729.876709,0.497437,0.781750,2963.938477,-1,-1,-1
15:36:17.474,-1,-1,-1,0.493461,0.293742,2809.734131,0.494590,0.329950,2764.305908,0.498479,0.448083,2749.824707,0.500601,0.514444,2730.141113,0.495545,0.358959,2760.735840,0.539663,0.359464,2783.676025,0.557260,0.450669,2786.525391,0.568092,0.539082,2696.706543,0.570345,0.557477,2678.742676,-1,-1,-1,0.495545,0.358959,2760.735840,0.450516,0.360594,2733.243164,0.431488,0.452732,2715.813721,0.451799,0.523954,2548.656250,0.456186,0.539335,2515.224854,-1,-1,-1,0.527958,0.538459,2766.299072,0.519872,0.691524,2719.362305,-1,-1,-1,-1,-1,-1,0.472563,0.540269,2743.227295,0.483448,0.693437,2717.680664,0.498128,0.780545,2961.416260,-1,-1,-1
15:36:17.507,-1,-1,-1,0.493520,0.293715,2812.355225,0.494602,0.329950,2764.339844,0.498590,0.448048,2750.155762,0.500626,0.514368,2731.734131,0.495582,0.358962,2760.841797,0.539743,0.359476,2783.703125,0.557268,0.450691,2786.341064,0.568431,0.539082,2695.201660,0.570755,0.557483,2676.973877,-1,-1,-1,0.495582,0.358962,2760.841797,0.450338,0.361007,2739.857666,0.431475,0.452722,2715.665771,0.451535,0.525089,2551.158203,0.455861,0.540697,2518.256592,-1,-1,-1,0.528015,0.538719,2766.969971,0.519980,0.690471,2721.197998,-1,-1,-1,-1,-1,-1,0.472649,0.540691,2743.405029,0.483017,0.692020,2729.805908,0.498856,0.792415,2925.529541,-1,-1,-1
