epoch;acc;loss;val_acc;val_loss
0;0.06201550388559506;3.5351033518788735;0.06996770721205597;3.5269727016547523
1;0.06847545220600851;3.5181073082817926;0.07911733046286329;3.509317742482197
2;0.07525839794244261;3.499317465518488;0.07965554359526372;3.488951187215914
3;0.07525839793281654;3.477052362698301;0.08127018299246501;3.4643787295749036
4;0.0742894056943806;3.4500065194851977;0.08180839612486544;3.4340888527417466
5;0.08720930234483354;3.4161068111735107;0.10333692142088267;3.396427134523094
6;0.0949612403197036;3.3724633027108757;0.10279870828848224;3.346228924711246
7;0.09689922480620156;3.316312200955334;0.10441334768568353;3.283926597837483
8;0.09657622739018087;3.2515218498170837;0.10333692142088267;3.219545676197508
9;0.09528423773572427;3.194020247274591;0.10064585575888052;3.1715672593583846
10;0.09722222222222222;3.1572475211564885;0.10064585575888052;3.1456010259519482
11;0.09722222224147437;3.1371075527920587;0.10064585575888052;3.130705861152181
12;0.09722222226072652;3.1240522196126537;0.10064585575888052;3.1200780288523826
13;0.09722222226072652;3.114266969744857;0.10064585575888052;3.1111156347621756
14;0.0972222222318483;3.105922126646806;0.10064585575888052;3.103430104332668
15;0.09722222222222222;3.0984816150763854;0.10064585575888052;3.0967596005828826
16;0.09722222222222222;3.0918732133022573;0.10064585575888052;3.0905447735083245
17;0.09722222222222222;3.0858220117652757;0.10064585575888052;3.084678867533081
18;0.09722222224147437;3.080291430771505;0.10064585575888052;3.079465227568496
19;0.0972222222318483;3.075063967273525;0.10064585575888052;3.074519581378982
20;0.09689922480620156;3.070521433532084;0.10064585575888052;3.0699428742103865
21;0.09722222224147437;3.0663393178343465;0.10064585575888052;3.0658485850938813
22;0.09722222224147437;3.0622162387660614;0.10064585575888052;3.0622747763109155
23;0.09722222224147437;3.0586408176471402;0.10064585575888052;3.0587347233898545
24;0.09722222224147437;3.0552965676753714;0.10064585575888052;3.0554970380949382
25;0.09722222224147437;3.052223248075145;0.10064585575888052;3.052262922149428
26;0.09722222222222222;3.04937304082767;0.10064585575888052;3.0496556468877394
27;0.09722222224147437;3.04676056893913;0.10064585575888052;3.0470118661229653
28;0.09722222224147437;3.044280917145485;0.10064585575888052;3.044511530191444
29;0.09722222222222222;3.042090169527118;0.10064585575888052;3.0423153578529316
30;0.09722222224147437;3.040227300436922;0.10064585575888052;3.0405523979753672
31;0.09722222226072652;3.038341620171717;0.10064585575888052;3.038669755564054
32;0.09722222224147437;3.0366457937915814;0.10064585575888052;3.0368207822703184
33;0.09722222222222222;3.0349508182022924;0.10064585575888052;3.0354037171929464
34;0.0972222222318483;3.033482033460947;0.10064585575888052;3.0336886068206557
35;0.09722222222222222;3.0321507127402056;0.10064585575888052;3.0324319078796518
36;0.09722222224147437;3.0307355469203427;0.10064585575888052;3.030868078073721
37;0.09722222224147437;3.0294898030677815;0.10064585575888052;3.029733407869534
38;0.09722222218371793;3.0283169863451973;0.10064585575888052;3.0286211531180225
39;0.09722222224147437;3.027166149720973;0.10064585575888052;3.027336672894793
40;0.09722222222222222;3.026145592524408;0.10064585575888052;3.0262658911706044
41;0.09722222222222222;3.025102941256777;0.10118406889128095;3.0253031025405077
42;0.09754521965749505;3.0240268627186464;0.10064585575888052;3.024104579272645
43;0.09786821705426356;3.0230253469728376;0.10118406889128095;3.023204443144208
44;0.09754521963824289;3.02214117382848;0.10064585575888052;3.022068340375426
45;0.09948320415361907;3.021356279535811;0.10064585575888052;3.0211273307307542
46;0.0972222222318483;3.0204428665397702;0.10064585575888052;3.020225252350642
47;0.09948320413436693;3.0195726695294836;0.0984930032292788;3.019586780741089
48;0.10045219639205501;3.018784976436802;0.10118406889128095;3.0185250496838654
49;0.10045219642093323;3.018100460678416;0.10064585575888052;3.0178216014406267
50;0.09980620158889189;3.017447113682749;0.10172228202368137;3.016798250385198
51;0.09786821707351571;3.0164591939566363;0.10118406889128095;3.016099683435151
52;0.09980620156001367;3.015613934790441;0.10172228202368137;3.0154003085823184
53;0.09819121448953638;3.0150441759932565;0.10172228202368137;3.014630925924837
54;0.09948320413436693;3.0141566773101647;0.0984930032292788;3.014050341011762
55;0.10206718348178445;3.0132927586557945;0.09956942949407965;3.013016864994242
56;0.10142118864011702;3.0126609340194586;0.09903121636167922;3.0123854720297363
57;0.09851421188630491;3.012042566171296;0.09634015069967707;3.01150955450676
58;0.10109819123372243;3.011050918613601;0.09741657696447793;3.010697229301198
59;0.10045219639205501;3.0102439678300565;0.0968783638320775;3.009879033198526
60;0.10012919897603434;3.0093642463979795;0.0984930032292788;3.0088073291101036
61;0.10368217054263566;3.0083757044425;0.09741657696447793;3.0077863904708684
62;0.10142118863049096;3.0073060490364254;0.09903121636167922;3.007071538171676
63;0.10012919898566042;3.0065336258220428;0.09580193756727665;3.005652106360034
64;0.10142118863049096;3.0054040922366987;0.0984930032292788;3.004684387675143
65;0.10012919897603434;3.004389947082953;0.10064585575888052;3.0030786731912964
66;0.10271317830419972;3.002913034547515;0.0984930032292788;3.0020208297171043
67;0.10142118864011702;3.0012628305173967;0.09903121636167922;3.0005836230176386
68;0.10206718348178445;2.999604695835163;0.09903121636167922;2.9986080178916774
69;0.10239018087855298;2.9977800205388427;0.09364908503767493;2.996750458449414
70;0.1014211886497431;2.9957322218005356;0.0968783638320775;2.994127194514444
71;0.10109819122409636;2.993253788590739;0.0984930032292788;2.9914983748363086
72;0.0991602067375984;2.990399372978112;0.0984930032292788;2.9882291479695855
73;0.101098191175966;2.98693666593665;0.09580193756727665;2.9840904642357637
74;0.10109819121447028;2.9830784612847854;0.09741657696447793;2.979711286218354
75;0.09754521959973861;2.9785672090466324;0.09580193756727665;2.9745888735685977
76;0.10239018087855298;2.9735272823994165;0.09580193756727665;2.969675221663887
