"time","head_x","head_y","head_z","neck_x","neck_y","neck_z","torso_x","torso_y","torso_z","waist_x","waist_y","waist_z","left_collar_x","left_collar_y","left_collar_z","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_elbow_x","left_elbow_y","left_elbow_z","left_wrist_x","left_wrist_y","left_wrist_z","left_hand_x","left_hand_y","left_hand_z","right_collar_x","right_collar_y","right_collar_z","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_elbow_x","right_elbow_y","right_elbow_z","right_wrist_x","right_wrist_y","right_wrist_z","right_hand_x","right_hand_y","right_hand_z","left_hip_x","left_hip_y","left_hip_z","left_knee_x","left_knee_y","left_knee_z","left_ankle_x","left_ankle_y","left_ankle_z","right_hip_x","right_hip_y","right_hip_z","right_knee_x","right_knee_y","right_knee_z","right_ankle_x","right_ankle_y","right_ankle_z","v_time","v_head_x","v_head_y","v_head_z","v_neck_x","v_neck_y","v_neck_z","v_torso_x","v_torso_y","v_torso_z","v_waist_x","v_waist_y","v_waist_z","v_left_collar_x","v_left_collar_y","v_left_collar_z","v_left_shoulder_x","v_left_shoulder_y","v_left_shoulder_z","v_left_elbow_x","v_left_elbow_y","v_left_elbow_z","v_left_wrist_x","v_left_wrist_y","v_left_wrist_z","v_left_hand_x","v_left_hand_y","v_left_hand_z","v_right_collar_x","v_right_collar_y","v_right_collar_z","v_right_shoulder_x","v_right_shoulder_y","v_right_shoulder_z","v_right_elbow_x","v_right_elbow_y","v_right_elbow_z","v_right_wrist_x","v_right_wrist_y","v_right_wrist_z","v_right_hand_x","v_right_hand_y","v_right_hand_z","v_left_hip_x","v_left_hip_y","v_left_hip_z","v_left_knee_x","v_left_knee_y","v_left_knee_z","v_left_ankle_x","v_left_ankle_y","v_left_ankle_z","v_right_hip_x","v_right_hip_y","v_right_hip_z","v_right_knee_x","v_right_knee_y","v_right_knee_z","v_right_ankle_x","v_right_ankle_y","a_time","a_head_x","a_head_y","a_head_z","a_neck_x","a_neck_y","a_neck_z","a_torso_x","a_torso_y","a_torso_z","a_waist_x","a_waist_y","a_waist_z","a_left_collar_x","a_left_collar_y","a_left_collar_z","a_left_shoulder_x","a_left_shoulder_y","a_left_shoulder_z","a_left_elbow_x","a_left_elbow_y","a_left_elbow_z","a_left_wrist_x","a_left_wrist_y","a_left_wrist_z","a_left_hand_x","a_left_hand_y","a_left_hand_z","a_right_collar_x","a_right_collar_y","a_right_collar_z","a_right_shoulder_x","a_right_shoulder_y","a_right_shoulder_z","a_right_elbow_x","a_right_elbow_y","a_right_elbow_z","a_right_wrist_x","a_right_wrist_y","a_right_wrist_z","a_right_hand_x","a_right_hand_y","a_right_hand_z","a_left_hip_x","a_left_hip_y","a_left_hip_z","a_left_knee_x","a_left_knee_y","a_left_knee_z","a_left_ankle_x","a_left_ankle_y","a_left_ankle_z","a_right_hip_x","a_right_hip_y","a_right_hip_z","a_right_knee_x","a_right_knee_y","a_right_knee_z","a_right_ankle_x","a_right_ankle_y"
"18:18:53.503",0.57977,0.381511,3119.219482,0.584581,0.415819,3100.918457,0.580334,0.511931,3137.77124,0.580105,0.57081,3104.060791,0.583492,0.440462,3110.284424,0.623992,0.433796,3050.961914,0.623798,0.518235,3024.911133,0.62253,0.561146,2809.685059,-1,-1,-1,0.583492,0.440462,3110.284424,0.554635,0.454547,3110.628174,0.5427,0.535811,3081.160156,0.567385,0.472171,2978.222168,0.572528,0.458912,2957.634521,0.604479,0.577095,3079.669434,-1,-1,-1,-1,-1,-1,0.555876,0.575796,3125.628418,-1,-1,-1,-1,-1,-1,0.000327290322580645,-7.09354838709679e-05,0.200691451612901,1.19354838709671e-05,6.90000000000001e-05,-0.288038677419345,6.4516129032251e-06,8.57096774193555e-05,-0.26345925806452,3.77419354838819e-06,9.12903225806451e-05,-0.266743322580653,1.06451612903243e-05,7.09032258064527e-05,-0.282762096774194,1.61290322580627e-05,5.81612903225806e-05,-0.957598290322582,6.22580645161286e-05,0.000126258064516128,-0.10051506451612,2.96129032258056e-05,7.48064516129055e-05,-0.158021967741939,0,0,0,1.06451612903243e-05,7.09032258064527e-05,-0.282762096774194,8.06774193548379e-05,0.000292838709677419,1.02053932258065,-6.99354838709696e-05,0.000234258064516129,0.83466164516129,-0.000238516129032258,0.000248709677419355,-0.0578770645161351,-0.000271451612903224,0.000247064516129031,-0.236383258064521,-7.87096774193619e-06,0.00014525806451613,-0.379827677419364,0,0,0,0,0,0,1.09354838709706e-05,0.00011483870967742,-0.0562232258064561,0,0,0,0,0,0,6.08517169614979e-06,2.59339229968794e-07,0.00688698795525468,-6.64177939646218e-07,1.04112903225807e-06,-0.00228315894901105,-2.36238293444416e-07,1.17127991675342e-06,-0.00357078655046866,-2.44380853277764e-07,1.2174297606659e-06,-0.00466903701873082,-5.52575442247582e-07,1.06542663891784e-06,-0.00261520715400632,1.0404526534859e-06,-4.53028095733611e-06,-0.0226404803329867,3.30913111342348e-06,-1.35296566077011e-06,0.0285340559833511,3.33590010405821e-06,4.37762747138404e-06,0.044141350234131,0,0,0,-5.52575442247582e-07,1.06542663891784e-06,-0.00261520715400632,-5.4757284079085e-06,-7.81165452653491e-06,0.0700065684703437,5.1256503642035e-07,-1.32940946930282e-05,0.0131985498439128,-1.3964880332987e-06,-1.14440426638918e-05,-0.00986811982310112,-1.74682622268462e-06,-1.11834027055151e-05,-0.0144812857440168,-9.8696670135282e-07,3.19300208116554e-06,-0.00459377507804431,0,0,0,0,0,0,8.1566077003137e-07,3.98995837669102e-06,-0.00166303389698234,0,0,0,0,0,0
"18:18:53.534",0.582494,0.382042,3121.629883,0.583837,0.416108,3095.075684,0.580353,0.512741,3130.240967,0.580347,0.571643,3092.423828,0.582947,0.44081,3103.989502,0.624761,0.430139,3052.730713,0.623577,0.513934,3018.781738,0.62654,0.5712,2835.611084,-1,-1,-1,0.582947,0.44081,3103.989502,0.544432,0.433432,3140.044922,0.548708,0.511073,3048.321289,0.58093,0.461456,2893.708252,0.587792,0.450889,2862.785645,0.604213,0.573469,3085.847168,-1,-1,-1,-1,-1,-1,0.556499,0.570902,3124.750488,-1,-1,-1,-1,-1,-1,8.78709677419338e-05,1.71290322580646e-05,0.0777548709677449,-2.39999999999989e-05,9.32258064516077e-06,-0.188476548387107,6.12903225806169e-07,2.61290322580638e-05,-0.24291203225806,7.80645161290208e-06,2.68709677419346e-05,-0.375385903225804,-1.75806451612909e-05,1.12258064516116e-05,-0.203062000000001,2.48064516129039e-05,-0.000117967741935485,0.0570580322580627,-7.1290322580618e-06,-0.000138741935483871,-0.197722419354837,0.000129354838709676,0.000324322580645162,0.836323387096781,0,0,0,-1.75806451612909e-05,1.12258064516116e-05,-0.203062000000001,-0.000329129032258063,-0.000681129032258064,0.948927354838713,0.000193806451612904,-0.000798000000000001,-1.05931829032258,0.000436935483870965,-0.000345645161290324,-2.72625535483871,0.000492387096774192,-0.000258806451612903,-3.05964116129032,-8.58064516128995e-06,-0.000116967741935484,0.19928174193548,0,0,0,0,0,0,2.00967741935461e-05,-0.000157870967741934,-0.0283203225806339,0,0,0,0,0,0,-7.72320499479713e-06,2.84079084287202e-06,-0.00396569614984374,-1.15920915712794e-06,-1.92507804370449e-06,0.00321168158168511,-1.88345473465127e-07,-1.92195629552554e-06,0.00066281373569226,1.30072840790771e-07,-2.07804370447453e-06,-0.00350459937565004,-9.10509885535973e-07,-1.92507804370455e-06,0.00257097086368362,2.79916753381972e-07,-5.68158168574404e-06,0.0327308491155047,-2.23829344432872e-06,-8.54838709677417e-06,-0.00313572112382956,3.21748178980227e-06,8.04890738813729e-06,0.0320756566077007,0,0,0,-9.10509885535973e-07,-1.92507804370455e-06,0.00257097086368362,-1.32195629552549e-05,-3.14183142559833e-05,-0.00231006347554629,8.50780437044752e-06,-3.32986472424558e-05,-0.0610961269510925,2.17887617065556e-05,-1.91727367325703e-05,-0.0860767190426636,2.46399583766908e-05,-1.6318418314256e-05,-0.0910728355879291,-2.28928199791535e-08,-8.45889698231015e-06,0.0186809490114466,0,0,0,0,0,0,2.95525494276628e-07,-8.79708636836625e-06,0.000900093652445878,0,0,0,0,0,0
"18:18:53.563",0.598125,0.391205,3017.716797,0.583561,0.417935,3087.835938,0.58203,0.515647,3098.35498,0.581582,0.575409,3068.803955,0.583173,0.442715,3090.496826,0.608917,0.462974,3055.013184,0.624773,0.544215,3003.322021,0.625323,0.573267,2765.026367,-1,-1,-1,0.583173,0.442715,3090.496826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.603938,0.59264,3078.54834,-1,-1,-1,-1,-1,-1,0.560854,0.594722,3104.202393,-1,-1,-1,-1,-1,-1,0.000539000000000002,0.00031596551724138,-3.58320986206897,-9.51724137931221e-06,6.30000000000008e-05,-0.249646413793095,5.78275862068979e-05,0.000100206896551723,-1.09951679310345,4.25862068965551e-05,0.000129862068965515,-0.814478379310348,7.79310344827791e-06,6.56896551724154e-05,-0.465264689655167,-0.000546344827586206,0.00113224137931034,0.0787058965517237,4.1241379310344e-05,0.0010441724137931,-0.533093689655179,-4.19655172413801e-05,7.12758620689631e-05,-2.4339557586207,0,0,0,7.79310344827791e-06,6.56896551724154e-05,-0.465264689655167,-0.053256275862069,-0.0494286896551724,-108.311893862069,-0.053403724137931,-0.0521059655172414,-105.149009965517,-0.0545148275862069,-0.0503950344827586,-99.8175259310345,-0.0547514482758621,-0.0500306551724138,-98.751229137931,-9.48275862069052e-06,0.000661068965517239,-0.25168372413793,0,0,0,0,0,0,0.000150172413793103,0.000821379310344826,-0.708555000000004,0,0,0,0,0,0,1.55561735261403e-05,1.0304706378735e-05,-0.126240163208162,4.99405469678853e-07,1.85094549499448e-06,-0.00210930570365475,1.97292010279627e-06,2.55440911357445e-06,-0.0295380952015653,1.19930190633286e-06,3.55141728357174e-06,-0.0151411198649843,8.74956848605821e-07,1.87806374899323e-06,-0.00904147205707468,-1.9694871696521e-05,4.31106593533045e-05,0.000746478079091757,1.66794522649675e-06,4.07901499750681e-05,-0.0115645265620808,-5.9075984810709e-06,-8.72574891642064e-06,-0.112768246404051,0,0,0,8.74956848605821e-07,1.87806374899323e-06,-0.00904147205707468,-0.00182507402861417,-0.00168095036630739,-3.76761452472095,-0.00184819070998427,-0.0017692401902497,-3.58929971293775,-0.00189488838172682,-0.00172584101108511,-3.34797484745503,-0.00190495984043573,-0.00171627064554486,-3.29970993022899,-3.11073606689853e-08,2.68288519811284e-05,-0.0155505333128762,0,0,0,0,0,0,4.48536688274335e-06,3.3767250968509e-05,-0.0234563681868748,0,0,0,0,0,0
"18:18:53.596",-1,-1,-1,0.583115,0.419105,3075.584717,0.582473,0.517407,3083.337891,0.582125,0.577453,3052.62085,0.582952,0.443977,3077.542725,0.623229,0.43982,3032.67627,0.622934,0.524224,3015.645508,0.623306,0.576256,2817.637695,-1,-1,-1,0.582952,0.443977,3077.542725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.602287,0.598974,3064.176758,-1,-1,-1,-1,-1,-1,0.562994,0.599322,3087.617188,-1,-1,-1,-1,-1,-1,-0.0484280303030303,-0.0421577272727273,-91.4762665757576,-1.35151515151499e-05,3.54545454545456e-05,-0.371249121212121,1.34242424242416e-05,5.33333333333328e-05,-0.455063303030301,1.64545454545442e-05,6.19393939393953e-05,-0.490397121212123,-6.69696969697051e-06,3.82424242424238e-05,-0.392548515151523,0.000433696969696969,-0.000701636363636364,-0.676876181818181,-5.57272727272738e-05,-0.000605787878787878,0.373439000000003,-6.11212121212102e-05,9.05757575757582e-05,1.59428266666667,0,0,0,-6.69696969697051e-06,3.82424242424238e-05,-0.392548515151523,0,0,0,0,0,0,0,0,0,0,0,0,-5.00303030303018e-05,0.000191939393939396,-0.435502484848478,0,0,0,0,0,0,6.48484848484858e-05,0.000139393939393941,-0.502581969696965,0,0,0,0,0,0,-0.00148384940312213,-0.00128708159969602,-2.66342596102087,-1.21148791995081e-07,-8.34710743801673e-07,-0.00368493052784928,-1.34555587220171e-06,-1.42041100661788e-06,0.0195288936385803,-7.91868528545783e-07,-2.05826287957938e-06,0.00982064418479469,-4.39093125613588e-07,-8.31734270605805e-07,0.00220352043950436,2.96982362813083e-05,-5.55720528165669e-05,-0.0228964266172698,-2.93844400113993e-06,-4.99987967448782e-05,0.0274706875653086,-5.80475602419092e-07,5.84845318387729e-07,0.122067831069314,0,0,0,-4.39093125613588e-07,-8.31734270605805e-07,0.00220352043950436,0.00161382654127482,0.00149783908045977,3.28217860188088,0.0016182946708464,0.00157896865203762,3.1863336353187,0.0016519644723093,0.00152712225705329,3.02477351306165,0.00165913479623824,0.00151608045977012,2.99246148902821,-1.22871346695792e-06,-1.4216047623571e-05,-0.00557026547607721,0,0,0,0,0,0,-2.58557360438235e-06,-2.0666223362148e-05,0.00624160697887994,0,0,0,0,0,0
"18:18:53.628",-1,-1,-1,0.58317,0.423329,3057.352051,0.581843,0.520799,3071.046143,0.581196,0.581176,3044.138672,0.582829,0.448353,3060.856201,0.614302,0.462456,3028.570801,0.626463,0.545135,2979.654297,0.614098,0.581685,2765.163086,-1,-1,-1,0.582829,0.448353,3060.856201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.602297,0.606609,3053.195557,-1,-1,-1,-1,-1,-1,0.563385,0.610274,3077.031006,-1,-1,-1,-1,-1,-1,0,0,0,1.71874999999738e-06,0.000132,-0.56977081250001,-1.96875000000006e-05,0.000106000000000002,-0.384117125000003,-2.90312499999987e-05,0.000116343750000001,-0.265068062499992,-3.84374999999951e-06,0.00013675,-0.521453874999992,-0.000278968750000001,0.000707375,-0.128295906250003,0.00011028125,0.00065346875,-1.12472534375,-0.00028775,0.000169656250000001,-1.63983153125,0,0,0,-3.84374999999951e-06,0.00013675,-0.521453874999992,0,0,0,0,0,0,0,0,0,0,0,0,3.12499999998578e-07,0.000238593749999998,-0.343162531250002,0,0,0,0,0,0,1.22187500000009e-05,0.000342249999999999,-0.3308181875,0,0,0,0,0,0,0.0015133759469697,0.00131742897727273,2.85863333049242,4.76059422348352e-07,3.01704545454546e-06,-0.00620380285274655,-1.03474195075757e-06,1.64583333333341e-06,0.00221706806344682,-1.42143110795447e-06,1.70013612689393e-06,0.0070415330847541,8.91631155303437e-08,3.07836174242425e-06,-0.00402829249526464,-2.22708037405303e-05,4.40316051136364e-05,0.0171431336115056,5.18776633522731e-06,3.93517696496212e-05,-0.0468176357421876,-7.08214962121218e-06,2.47126538825757e-06,-0.101066068684896,0,0,0,8.91631155303437e-08,3.07836174242425e-06,-0.00402829249526464,0,0,0,0,0,0,0,0,0,0,0,0,1.57321259469689e-06,1.45794862689383e-06,0.00288562354995237,0,0,0,0,0,0,-1.64467921401515e-06,6.33925189393931e-06,0.00536761819365516,0,0,0,0,0,0
"18:18:53.664",-1,-1,-1,0.581767,0.427837,3035.127441,0.580939,0.525956,3064.00293,0.580814,0.586506,3035.328613,0.581555,0.453022,3042.487061,0.623315,0.444477,2985.297852,0.624974,0.529975,2972.42627,0.612046,0.576,2776.375,-1,-1,-1,0.581555,0.453022,3042.487061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.60282,0.604938,3025.089111,-1,-1,-1,-1,-1,-1,0.560826,0.605993,3063.439209,-1,-1,-1,-1,-1,-1,0,0,0,-3.89722222222203e-05,0.000125222222222223,-0.617350277777771,-2.51111111111116e-05,0.000143249999999999,-0.195644805555553,-1.06111111111109e-05,0.000148055555555554,-0.244723861111109,-3.53888888888888e-05,0.000129694444444444,-0.510253888888896,0.000250361111111109,-0.000499416666666666,-1.2020263611111,-4.13611111111101e-05,-0.000421111111111113,-0.200778527777781,-5.70000000000015e-05,-0.000157916666666668,0.311442055555555,0,0,0,-3.53888888888888e-05,0.000129694444444444,-0.510253888888896,0,0,0,0,0,0,0,0,0,0,0,0,1.45277777777792e-05,-4.64166666666661e-05,-0.780734611111118,0,0,0,0,0,0,-7.10833333333327e-05,-0.000118916666666666,-0.377549916666668,0,0,0,0,0,0,0,0,0,-1.13030478395049e-06,-1.88271604938267e-07,-0.00132165181327113,-1.50655864197526e-07,1.03472222222214e-06,0.00523534220679027,5.11670524691326e-07,8.80883487654252e-07,0.000565116705246765,-8.76253858024703e-07,-1.95987654320996e-07,0.000311110725308224,1.47036072530864e-05,-3.35219907407407e-05,-0.0298258459683639,-4.21228780864195e-06,-2.98494405864198e-05,0.0256651893325617,6.40972222222218e-06,-9.09924768518524e-06,0.054202044077932,0,0,0,-8.76253858024703e-07,-1.95987654320996e-07,0.000311110725308224,0,0,0,0,0,0,0,0,0,0,0,0,3.94868827160573e-07,-7.91695601851846e-06,-0.0121547799961421,0,0,0,0,0,0,-2.31394675925927e-06,-1.28101851851851e-05,-0.00129810358796299,0,0,0,0,0,0
"18:18:53.697",-1,-1,-1,0.580935,0.434072,3013.307373,0.581397,0.53147,3049.155762,0.581332,0.592336,3018.603027,0.581055,0.459384,3022.542236,0.617764,0.463966,2994.598633,0.627817,0.548041,2953.523193,0.603555,0.569265,2747.360352,-1,-1,-1,0.581055,0.459384,3022.542236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.605797,0.603026,3009.166748,-1,-1,-1,-1,-1,-1,0.561374,0.611439,3025.565674,-1,-1,-1,-1,-1,-1,0,0,0,-2.52121212121229e-05,0.000188939393939394,-0.661214181818182,1.387878787879e-05,0.00016709090909091,-0.449914181818189,1.56969696969669e-05,0.000176666666666667,-0.50683593939394,-1.51515151515168e-05,0.00019278787878788,-0.604388636363637,-0.00016821212121212,0.000590575757575757,0.281841848484846,8.6151515151513e-05,0.000547454545454546,-0.572820515151513,-0.000257303030303031,-0.000204090909090907,-0.879231757575753,0,0,0,-1.51515151515168e-05,0.00019278787878788,-0.604388636363637,0,0,0,0,0,0,0,0,0,0,0,0,9.02121212121214e-05,-5.79393939393947e-05,-0.482495848484839,0,0,0,0,0,0,1.66060606060604e-05,0.000165030303030302,-1.14768287878788,0,0,0,0,0,0,0,0,0,4.16972757881741e-07,1.93082338536882e-06,-0.00132920921334577,1.18151209060308e-06,7.22451790633654e-07,-0.00770513261401926,7.97214569941752e-07,8.67003367003414e-07,-0.00794279025099489,6.13253749617332e-07,1.91192225283139e-06,-0.00285256810529521,-1.26840373431282e-05,3.30300734618916e-05,0.0449657033210894,3.86401897765524e-06,2.93504744413836e-05,-0.0112739996173858,-6.0697887970615e-06,-1.39921946740118e-06,-0.0360810246403427,0,0,0,6.13253749617332e-07,1.91192225283139e-06,-0.00285256810529521,0,0,0,0,0,0,0,0,0,0,0,0,2.29346495255583e-06,-3.4917355371905e-07,0.00903753826140239,0,0,0,0,0,0,2.65725436179979e-06,8.60445362718084e-06,-0.0233373624885217,0,0,0,0,0,0
"18:18:53.736",-1,-1,-1,0.580791,0.439583,2992.834229,0.581534,0.537136,3045.753174,0.581459,0.597799,3002.75,0.580984,0.464907,3006.393799,0.624218,0.430245,2970.815918,0.624012,0.51685,2986.945068,0.616918,0.564591,2788.686523,-1,-1,-1,0.580984,0.464907,3006.393799,0.539641,0.427671,2955.528076,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.603155,0.603725,3010.700928,-1,-1,-1,-1,-1,-1,0.563077,0.608485,3016.636475,-1,-1,-1,-1,-1,-1,0,0,0,-3.69230769230854e-06,0.000141307692307692,-0.524952410256411,3.51282051281904e-06,0.00014528205128205,-0.0872458461538442,3.25641025640995e-06,0.000140076923076923,-0.406487871794875,-1.82051282051393e-06,0.000141615384615385,-0.414062487179483,0.000165487179487181,-0.000864641025641026,-0.609813205128212,-9.75641025641012e-05,-0.00079976923076923,0.856971153846154,0.000342641025641026,-0.000119846153846156,1.0596454102564,0,0,0,-1.82051282051393e-06,0.000141615384615385,-0.414062487179483,0.0394779743589744,0.0366069487179487,75.8084122051282,0,0,0,0,0,0,0,0,0,-6.77435897435906e-05,1.79230769230771e-05,0.0393379487179514,0,0,0,0,0,0,4.36666666666669e-05,-7.57435897435872e-05,-0.228953820512824,0,0,0,0,0,0,0,0,0,5.5179009025165e-07,-1.22132568286414e-06,0.00349389157850693,-2.65794035024896e-07,-5.59201482278454e-07,0.00929918809395756,-3.18988703604024e-07,-9.38198553583173e-07,0.00257302737433501,3.41820572589818e-07,-1.31211523519218e-06,0.00488015767138858,8.55639232562312e-06,-3.73132508517124e-05,-0.0228629500926425,-4.71065686450293e-06,-3.45441993903532e-05,0.036661324846094,1.53831809216425e-05,2.1601219293526e-06,0.0497147991751835,0,0,0,3.41820572589818e-07,-1.31211523519218e-06,0.00488015767138858,0.00101225575279421,0.000938639710716634,1.94380544115713,0,0,0,0,0,0,0,0,0,-4.05014643476185e-06,1.9451915605762e-06,0.0133803537744305,0,0,0,0,0,0,6.93861693861706e-07,-6.17368955830484e-06,0.0235571553403861,0,0,0,0,0,0
"18:18:53.766",0.573974,0.408992,2958.857666,0.580892,0.445252,2975.799805,0.582014,0.544028,3022.862793,0.582126,0.605205,2978.38916,0.581182,0.47075,2987.807617,0.622958,0.426506,2959.616699,0.622522,0.51085,3022.347656,0.624297,0.557423,2815.074951,-1,-1,-1,0.581182,0.47075,2987.807617,0.543118,0.473996,2963.319336,0.556083,0.551334,2831.308105,-1,-1,-1,-1,-1,-1,0.60418,0.61123,3002.604736,-1,-1,-1,-1,-1,-1,0.565324,0.619848,3003.738525,-1,-1,-1,-1,-1,-1,0.0524658,0.0469664,98.6619222,3.36666666666726e-06,0.000188966666666666,-0.567814133333332,1.60000000000012e-05,0.000229733333333334,-0.763012700000005,2.22333333333361e-05,0.000246866666666667,-0.812027999999994,6.60000000000105e-06,0.000194766666666666,-0.6195394,-4.20000000000013e-05,-0.000124633333333333,-0.373307299999988,-4.96666666666664e-05,-2e-04,1.18008626666666,0.000245966666666667,-0.000238933333333332,0.879614266666673,0,0,0,6.60000000000105e-06,0.000194766666666666,-0.6195394,0.000115899999999998,0.00154416666666667,0.259708666666666,0.0518694333333333,0.0517111333333333,94.4102701666667,0,0,0,0,0,0,3.41666666666685e-05,0.00025016666666667,-0.269873066666681,0,0,0,0,0,0,7.49e-05,0.000378766666666663,-0.429931666666653,0,0,0,0,0,0,0.00174886,0.00156554666666667,3.28873074,2.35299145299193e-07,1.58863247863247e-06,-0.001428724102564,4.16239316239405e-07,2.81504273504279e-06,-0.022525561794872,6.32564102564206e-07,3.55965811965815e-06,-0.013518004273504,2.80683760683833e-07,1.77170940170939e-06,-0.00684923042735058,-6.91623931623942e-06,2.46669230769231e-05,0.00788353017094082,1.59658119658116e-06,1.99923076923077e-05,0.0107705037606837,-3.22247863247862e-06,-3.96957264957254e-06,-0.00600103811965764,0,0,0,2.80683760683833e-07,1.77170940170939e-06,-0.00684923042735058,-0.00131206914529915,-0.0011687594017094,-2.51829011794872,0.00172898111111111,0.00172370444444444,3.14700900555556,0,0,0,0,0,0,3.39700854700864e-06,7.74145299145309e-06,-0.0103070338461544,0,0,0,0,0,0,1.0411111111111e-06,1.51503418803417e-05,-0.00669926153846094,0,0,0,0,0,0
"18:18:53.798",0.576097,0.41393,2960.350342,0.58125,0.450895,2958.203369,0.581271,0.550085,3012.044189,0.580885,0.610249,2944.293457,0.581255,0.476457,2971.894043,0.625349,0.444925,2956.148193,0.625277,0.531751,2942.876953,0.615388,0.566894,2724.384277,-1,-1,-1,0.581255,0.476457,2971.894043,0.541708,0.433646,2900.215332,0.548808,0.521609,2899.070557,-1,-1,-1,-1,-1,-1,0.605484,0.602197,2983.23999,-1,-1,-1,-1,-1,-1,0.557291,0.607079,2970.768066,-1,-1,-1,-1,-1,-1,6.63437499999996e-05,0.0001543125,0.0466461250000094,1.11875000000025e-05,0.00017634375,-0.549888625000008,-2.32187500000015e-05,0.000189281250000003,-0.338081374999987,-3.87812500000015e-05,0.000157625000000002,-1.06549071875,2.28124999999968e-06,0.000178343750000001,-0.497299187500005,7.4718750000001e-05,0.000575593750000001,-0.108390812500005,8.60937499999985e-05,0.000653156249999998,-2.48345946875,-0.000278406249999998,0.00029596875,-2.8340835625,0,0,0,2.28124999999968e-06,0.000178343750000001,-0.497299187500005,-4.40625000000007e-05,-0.0012609375,-1.97200012499999,-0.000227343750000001,-0.00092890625,2.117576625,0,0,0,0,0,0,4.07499999999991e-05,-0.000282281250000002,-0.605148312499992,0,0,0,0,0,0,-0.000251031250000002,-0.000399031249999997,-1.03032684375,0,0,0,0,0,0,-0.0016374830078125,-0.001462877734375,-3.08172737734375,2.44401041666727e-07,-3.94466145833303e-07,0.000560172135416349,-1.22558593750009e-06,-1.26412760416659e-06,0.0132791039062506,-1.9067057291668e-06,-2.78880208333331e-06,-0.00792070996093764,-1.34960937500043e-07,-5.13216145833303e-07,0.00382000664062486,3.64746093750007e-06,2.18820963541667e-05,0.00827864023437446,4.24251302083328e-06,2.66611328125e-05,-0.114485804231771,-1.63866536458333e-05,1.67156901041666e-05,-0.116053057161458,0,0,0,-1.34960937500043e-07,-5.13216145833303e-07,0.00382000664062486,-4.99882812499997e-06,-8.76595052083333e-05,-0.0697408997395831,-0.00162802428385417,-0.00164500123697917,-2.88414667317708,0,0,0,0,0,0,2.05729166666583e-07,-1.66389973958335e-05,-0.010477351432291,0,0,0,0,0,0,-1.01853515625001e-05,-2.43061848958332e-05,-0.0187623492838547,0,0,0,0,0,0
