epoch;acc;loss;val_acc;val_loss
0;0.07816537467700259;3.5540285042706077;0.08934337997847147;3.5515845009277145
1;0.09560723516137101;3.548058100140988;0.09203444564047362;3.5456354425592496
2;0.10142118863049096;3.5401041489238887;0.09472551130247578;3.536530627629472
3;0.10012919896640828;3.5272219242667657;0.09472551130247578;3.5202266043302703
4;0.09851421188630491;3.503151240582922;0.09364908503767493;3.4878797112804696
5;0.09657622740943303;3.455998271010643;0.0898815931108719;3.425293514366684
6;0.0936692506556209;3.3735481035493757;0.0844994617868676;3.327866980282688
7;0.09205426352738719;3.2688729454996666;0.08342303552206674;3.229200169395964
8;0.08817829459289556;3.181684457054434;0.08342303552206674;3.1570667404404755
9;0.09431524547803617;3.1226474277732907;0.08772874058127018;3.10790678630989
10;0.09270025841718496;3.081993521954046;0.09095801937567277;3.073645130297083
11;0.09560723515174493;3.0524831637547614;0.09095801937567277;3.0480376914448324
12;0.10045219640168108;3.03025750103539;0.08772874058127018;3.0278337597205387
13;0.09819121447028424;3.011699208917544;0.08826695371367062;3.0122208921208706
14;0.08850129202816838;2.996530188454522;0.08880516684607104;2.997885566738116
15;0.09786821705426356;2.981975020056239;0.08826695371367062;2.9853209645935483
16;0.10109819122409636;2.969455171309084;0.09418729817007535;2.9739768900322066
17;0.09916020671834626;2.9584439071881987;0.08934337997847147;2.9641460730775435
18;0.10981912144702842;2.9483713925038812;0.10979547900968784;2.955147000508878
19;0.10303617572984645;2.938799871030704;0.08665231431646932;2.947193018201863
20;0.10465116279069768;2.929735632829888;0.08665231431646932;2.939730791024166
21;0.10852713179257181;2.921981356248683;0.08934337997847147;2.933771274318223
22;0.10562015505801184;2.914849504943966;0.08826695371367062;2.9269899521243583
23;0.10788113698940868;2.908024358502962;0.0861141011840689;2.920868995756841
24;0.10723514213811519;2.901207546855128;0.1108719052744887;2.914918564877546
25;0.10755813953488372;2.8953684817912966;0.09526372443487621;2.9104037289983875
26;0.11078811373359473;2.889165917724294;0.08880516684607104;2.9054768088046137
27;0.10335917312661498;2.8831215933619854;0.08557588805166846;2.9015526597030195
28;0.10852713178294573;2.8775538486411714;0.08342303552206674;2.896388937248994
29;0.10271317831382579;2.872707431014502;0.08234660925726588;2.8920037790058246
30;0.11111111107260682;2.8674725426567926;0.08719052744886975;2.8882413970384713
31;0.10755813949637943;2.8617934114865244;0.08665231431646932;2.883618665845068
32;0.11272609821046661;2.8563023180308575;0.08719052744886975;2.879385382546547
33;0.11337209303288188;2.8511004885345774;0.08719052744886975;2.8750260422894462
34;0.1175710594507767;2.84574264703795;0.08180839612486544;2.871191918914105
35;0.11337209304250796;2.840582104000318;0.10064585575888052;2.8678397308509753
36;0.11046511627906977;2.837015537020464;0.08719052744886975;2.864017153966799
37;0.11304909564573944;2.832459629660121;0.09956942949407965;2.859553937378176
38;0.10820413440542935;2.827886532135404;0.09041980624327234;2.85661905394432
39;0.11337209304250796;2.82276820951654;0.10818083961248655;2.853596668325533
40;0.12015503875968993;2.819269747697106;0.0984930032292788;2.8488990282730087
41;0.11950904392764858;2.813932723777239;0.09634015069967707;2.845535173867824
42;0.12015503877894207;2.8091903478292224;0.11033369214208827;2.8416159979365485
43;0.11498708010335917;2.805231526224496;0.08557588805166846;2.8386731009180504
44;0.11724806202512995;2.799837497469683;0.09364908503767493;2.8335504223892327
45;0.11789405684754523;2.794768919316373;0.10064585575888052;2.8318503629275877
46;0.1269379845057501;2.7913215037156136;0.1092572658772874;2.825914714000197
47;0.11660206720271468;2.7866814044094825;0.08880516684607104;2.8235670434645868
48;0.11918604653088005;2.7818364203746313;0.10064585575888052;2.8200428927291195
49;0.1243540051872108;2.7781317431181285;0.1038751345532831;2.818100943632095
50;0.12403100771343369;2.774087738313108;0.10279870828848224;2.815421158068917
51;0.13178294575568625;2.769590345155977;0.09795479009687837;2.8109207440757134
52;0.1346899224998723;2.7652906256436687;0.09472551130247578;2.8081327216104235
53;0.13210594315245477;2.7613916230756184;0.10172228202368137;2.8052858623672994
54;0.13404392766783096;2.7581855967371345;0.1092572658772874;2.801405396990165
55;0.13630490957034957;2.753620798273604;0.11517761033369214;2.798432384805094
