"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17:49:32.665",5.47741935483864e-05,-0.0359674193548398,-0.000442258064516129,0.000166290322580646,-2.00387474193548,-0.00104103225806452,-0.000192096774193548,0.441469258064517,0,-0.000368354838709678,-0.243022290322584,-0.000102548387096774,-0.000290645161290321,0.0619171935483879,-3.05161290322581e-05,-0.000328451612903227,-0.273138225806443,-1.583870967742e-05,1.7185223725286e-06,0.0156748816337149,-4.96847359521332e-05,5.84202653485957e-06,-0.112645762844693,-3.43236212278875e-05,4.9105749219563e-05,0.0778976585262748,0,-8.46104318418315e-06,0.00277527490894898,-5.21123829344432e-06,-5.62464229968776e-06,0.0175763056386578,-6.46689646201902e-07,-8.14158428720081e-06,-0.0115565082921434,2.8443678459934e-07
"17:49:32.698",-0.000126030303030302,-0.187522181818181,0.000580454545454543,-0.000332181818181819,0.412960151515149,0.00182281818181818,0.0015869696969697,2.10581648484848,0,-0.000165060606060605,-0.561464242424239,1.45151515151501e-05,-0.000131454545454546,-0.21597566666666,-3.40606060606065e-05,-0.000115606060606058,0.0341723030302973,-4.39393939393941e-05,-5.47892413874813e-06,-0.00459256855949518,3.09912912112325e-05,-1.51052163867414e-05,0.0732374210136555,8.6783346663112e-05,5.3911105186765e-05,0.0504347644479989,0,6.16043129239613e-06,-0.0096497561242926,3.54737995793709e-06,4.82395805562957e-06,-0.00842099576409238,-1.07408394798435e-07,6.44986522112633e-06,0.00931244026778,-8.5153588672649e-07
"17:49:32.730",-3.51875000000005e-05,-0.495491031249998,-0.001205875,-2.02499999999994e-05,-2.68134306250001,-0.000231687500000001,4.43749999999923e-06,-0.102851874999999,0,0.000175031249999999,-0.700225843750005,5.7406250000001e-05,0.000178124999999999,-0.479850781250008,-7.52500000000007e-05,0.00021440625,0.141555781250005,-0.000102031249999999,2.83883759469692e-06,-0.00962402654474427,-5.58227982954544e-05,9.74786931818186e-06,-0.0966969754379736,-6.42033025568182e-05,-4.94541311553031e-05,-0.069020886245265,0,1.06278705018939e-05,-0.00433630004143017,1.34034682765159e-06,9.67436079545454e-06,-0.0082460973307296,-1.28716856060607e-06,1.03128847064393e-05,0.00335573369436588,-1.8153705018939e-06
"17:49:32.764",-2.2705882352941e-05,-0.792861058823532,6.77941176470589e-05,0.000113323529411765,-0.126579735294118,0.00067214705882353,-0.000254823529411765,-0.543047735294121,0.0478951470588235,-0.000158735294117647,-0.263643147058822,-3.62352941176474e-05,-0.000124558823529411,-0.203369147058819,-7.27352941176471e-05,-0.000123823529411766,0.0133918235294058,-7.99705882352949e-05,3.67106401384102e-07,-0.00874617728157454,3.7460856401384e-05,3.92863321799306e-06,0.0751400978589967,2.65833693771627e-05,-7.62532439446365e-06,-0.0129469370674742,0.00140868079584775,-9.81666306228369e-06,0.0128406675497407,-2.75416306228378e-06,-8.90246539792385e-06,0.00813181277032908,7.39619377162799e-08,-9.94793468858136e-06,-0.00376952816825293,6.48842993079527e-07
